DB00070,Hyaluronidase (ovine),BiotechDrug,46505087,
DB00071,Insulin pork,BiotechDrug,46508925,
DB00072,Trastuzumab,BiotechDrug,46507516,
DB00073,Rituximab,BiotechDrug,46505820,
DB00074,Basiliximab,BiotechDrug,46505169,
DB00075,Muromonab,BiotechDrug,46507837,
DB00076,Digoxin Immune Fab (Ovine),BiotechDrug,46506432,
DB00078,Ibritumomab tiuxetan,BiotechDrug,46506112,
DB00080,Daptomycin,SmallMoleculeDrug,46504551,
DB00081,Tositumomab,BiotechDrug,46506662,
DB00082,Pegvisomant,BiotechDrug,46505507,
DB00083,Botulinum toxin type A,BiotechDrug,46505347,
DB00085,Pancrelipase,BiotechDrug,46504728,
DB00086,Streptokinase,BiotechDrug,46505625,
DB00087,Alemtuzumab,BiotechDrug,46507379,
DB00088,Alglucerase,BiotechDrug,46507500,
DB00089,Capromab pendetide,BiotechDrug,46506263,
DB00090,Laronidase,BiotechDrug,46505612,
DB00091,Cyclosporine,SmallMoleculeDrug,46508198,
DB00092,Alefacept,BiotechDrug,46505772,
DB00094,Urofollitropin,BiotechDrug,46507385,
DB00095,Efalizumab,BiotechDrug,46505252,
DB00097,Choriogonadotropin alfa,BiotechDrug,46506863,
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,46506920,
DB00099,Filgrastim,BiotechDrug,46505833,
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,46508858,
DB00102,Becaplermin,BiotechDrug,46508246,
DB00103,Agalsidase beta,BiotechDrug,46508538,
DB00104,Octreotide,SmallMoleculeDrug,46504600,
DB00105,Interferon alfa-2b,BiotechDrug,46507075,
DB00106,Abarelix,SmallMoleculeDrug,46508237,
DB00107,Oxytocin,BiotechDrug,46506775,
DB00108,Natalizumab,BiotechDrug,46505849,
DB00109,Enfuvirtide,BiotechDrug,46506067,
DB00110,Palivizumab,BiotechDrug,46506637,
DB00112,Bevacizumab,BiotechDrug,46504473,
DB00114,Pyridoxal phosphate,SmallMoleculeDrug,46506428,PLP
DB00115,Cyanocobalamin,SmallMoleculeDrug,46509031,CNC
DB00118,Ademetionine,SmallMoleculeDrug,46505280,SAM
DB00119,Pyruvic acid,SmallMoleculeDrug,46505692,PYR
DB00120,Phenylalanine,SmallMoleculeDrug,46505708,PHE
DB00121,Biotin,SmallMoleculeDrug,46508694,BTN
DB00122,Choline,SmallMoleculeDrug,46508132,CHT
DB00123,L-Lysine,SmallMoleculeDrug,46504770,LYS
DB00126,Ascorbic acid,SmallMoleculeDrug,46505070,ASC
DB00128,Aspartic acid,SmallMoleculeDrug,46507997,IAS
DB00129,Ornithine,SmallMoleculeDrug,46505239,ORN
DB00130,L-Glutamine,SmallMoleculeDrug,46505866,GLN
DB00131,Adenosine phosphate,SmallMoleculeDrug,46507628,AMP
DB00132,alpha-Linolenic acid,SmallMoleculeDrug,46507620,LNL
DB00134,Methionine,SmallMoleculeDrug,46505750,MET
DB00135,Tyrosine,SmallMoleculeDrug,46507885,TYR
DB00136,Calcitriol,SmallMoleculeDrug,46508162,VDX
DB00137,Lutein,SmallMoleculeDrug,46508835,LUT
DB00138,Cystine,SmallMoleculeDrug,46506670,
DB00139,Succinic acid,SmallMoleculeDrug,46505859,SIN
DB00140,Riboflavin,SmallMoleculeDrug,46507342,RBF
DB00141,N-Acetylglucosamine,SmallMoleculeDrug,46509139,NAG
DB00142,Glutamic acid,SmallMoleculeDrug,46505816,GGL
DB00143,Glutathione,SmallMoleculeDrug,46504598,GSH
DB00145,Glycine,SmallMoleculeDrug,46508219,GLY
DB00146,Calcifediol,SmallMoleculeDrug,46505690,VDY
DB00148,Creatine,SmallMoleculeDrug,46504868,CRN
DB00150,Tryptophan,SmallMoleculeDrug,46508329,TRP
DB00151,Cysteine,SmallMoleculeDrug,46506553,CYS
DB00152,Thiamine,SmallMoleculeDrug,46507321,VIB
DB00153,Ergocalciferol,SmallMoleculeDrug,46505053,D2V
DB00156,Threonine,SmallMoleculeDrug,46506798,THR
DB00157,NADH,SmallMoleculeDrug,46504879,NAI
DB00158,Folic acid,SmallMoleculeDrug,46508092,FOL
DB00159,Icosapent,SmallMoleculeDrug,46506267,EPA
DB00161,Valine,SmallMoleculeDrug,46504886,VAL
DB00162,Vitamin A,SmallMoleculeDrug,46508191,RTL
DB00163,Vitamin E,SmallMoleculeDrug,46506524,VIV
DB00165,Pyridoxine,SmallMoleculeDrug,46508560,UEG
DB00166,Lipoic acid,SmallMoleculeDrug,46504826,LPA
DB00169,Cholecalciferol,SmallMoleculeDrug,46506365,VD3
DB00170,Menadione,SmallMoleculeDrug,46505447,VK3
DB00173,Adenine,SmallMoleculeDrug,46507319,ADE
DB00174,Asparagine,SmallMoleculeDrug,46507804,41Q
DB00175,Pravastatin,SmallMoleculeDrug,46504851,
DB00176,Fluvoxamine,SmallMoleculeDrug,46507588,FVX
DB00177,Valsartan,SmallMoleculeDrug,46509000,
DB00178,Ramipril,SmallMoleculeDrug,46506390,
DB00179,Masoprocol,SmallMoleculeDrug,46508042,
DB00180,Flunisolide,SmallMoleculeDrug,46507894,
DB00181,Baclofen,SmallMoleculeDrug,46508181,
DB00182,Amphetamine,SmallMoleculeDrug,46506414,
DB00183,Pentagastrin,SmallMoleculeDrug,46507747,
DB00184,Nicotine,SmallMoleculeDrug,46506924,NCT
DB00185,Cevimeline,SmallMoleculeDrug,46507202,
DB00186,Lorazepam,SmallMoleculeDrug,46508468,
DB00187,Esmolol,SmallMoleculeDrug,46506146,
DB00188,Bortezomib,SmallMoleculeDrug,46508736,BO2
DB00189,Ethchlorvynol,SmallMoleculeDrug,46505006,
DB00190,Carbidopa,SmallMoleculeDrug,46508775,142
DB00191,Phentermine,SmallMoleculeDrug,46508515,
DB00192,Indecainide,SmallMoleculeDrug,46506714,
DB00193,Tramadol,SmallMoleculeDrug,46506256,
DB00194,Vidarabine,SmallMoleculeDrug,46506630,RAB
DB00195,Betaxolol,SmallMoleculeDrug,46506041,
DB00196,Fluconazole,SmallMoleculeDrug,46505735,TPF
DB00197,Troglitazone,SmallMoleculeDrug,46504655,
DB00198,Oseltamivir,SmallMoleculeDrug,46507602,
DB00199,Erythromycin,SmallMoleculeDrug,46508487,ERY
DB00200,Hydroxocobalamin,SmallMoleculeDrug,46505751,
DB00201,Caffeine,SmallMoleculeDrug,46506408,CFF
DB00202,Succinylcholine,SmallMoleculeDrug,46506023,SCK
DB00203,Sildenafil,SmallMoleculeDrug,46508371,VIA
DB00204,Dofetilide,SmallMoleculeDrug,46509127,
DB00205,Pyrimethamine,SmallMoleculeDrug,46505987,CP6
DB00206,Reserpine,SmallMoleculeDrug,46505863,
DB00207,Azithromycin,SmallMoleculeDrug,46507743,ZIT
DB00208,Ticlopidine,SmallMoleculeDrug,46504438,TIC
DB00209,Trospium,SmallMoleculeDrug,46506398,
DB00210,Adapalene,SmallMoleculeDrug,46505019,
DB00211,Midodrine,SmallMoleculeDrug,46507373,
DB00213,Pantoprazole,SmallMoleculeDrug,46504622,
DB00214,Torasemide,SmallMoleculeDrug,46504760,
DB00215,Citalopram,SmallMoleculeDrug,46508746,
DB00216,Eletriptan,SmallMoleculeDrug,46506380,
DB00217,Bethanidine,SmallMoleculeDrug,46507605,
DB00218,Moxifloxacin,SmallMoleculeDrug,46508509,MFX
DB00219,Oxyphenonium,SmallMoleculeDrug,46508840,
DB00220,Nelfinavir,SmallMoleculeDrug,46507719,1UN
DB00221,Isoetharine,SmallMoleculeDrug,46505384,
DB00222,Glimepiride,SmallMoleculeDrug,46508842,
DB00223,Diflorasone,SmallMoleculeDrug,46504519,
DB00224,Indinavir,SmallMoleculeDrug,46506442,MK1
DB00225,Gadodiamide,SmallMoleculeDrug,46504789,
DB00226,Guanadrel,SmallMoleculeDrug,46506457,
DB00227,Lovastatin,SmallMoleculeDrug,46508223,803
DB00228,Enflurane,SmallMoleculeDrug,46505314,
DB00229,Cefotiam,SmallMoleculeDrug,46506679,
DB00230,Pregabalin,SmallMoleculeDrug,46504934,
DB00231,Temazepam,SmallMoleculeDrug,46506604,
DB00233,Aminosalicylic acid,SmallMoleculeDrug,46505572,BHA
DB00234,Reboxetine,SmallMoleculeDrug,46504845,41X
DB00235,Milrinone,SmallMoleculeDrug,46507838,MIL
DB00236,Pipobroman,SmallMoleculeDrug,46506548,
DB00237,Butabarbital,SmallMoleculeDrug,46505051,
DB00238,Nevirapine,SmallMoleculeDrug,46506789,NVP
DB00239,Oxiconazole,SmallMoleculeDrug,46504752,
DB00240,Alclometasone,SmallMoleculeDrug,46508296,
DB00241,Butalbital,SmallMoleculeDrug,46505876,
DB00242,Cladribine,SmallMoleculeDrug,46504588,CL9
DB00243,Ranolazine,SmallMoleculeDrug,46505145,
DB00244,Mesalazine,SmallMoleculeDrug,46509142,
DB00245,Benzatropine,SmallMoleculeDrug,46505349,CXQ
DB00246,Ziprasidone,SmallMoleculeDrug,46507627,
DB00247,Methysergide,SmallMoleculeDrug,46506117,
DB00248,Cabergoline,SmallMoleculeDrug,46508571,
DB00249,Idoxuridine,SmallMoleculeDrug,46507573,ID2
DB00250,Dapsone,SmallMoleculeDrug,46505300,
DB00251,Terconazole,SmallMoleculeDrug,46505257,
DB00252,Phenytoin,SmallMoleculeDrug,46508847,
DB00253,Medrysone,SmallMoleculeDrug,46506584,
DB00254,Doxycycline,SmallMoleculeDrug,46506491,DXT
DB00255,Diethylstilbestrol,SmallMoleculeDrug,46507453,DES
DB00256,Lymecycline,SmallMoleculeDrug,46505518,
DB00257,Clotrimazole,SmallMoleculeDrug,46507927,CL6
DB00258,Calcium acetate,SmallMoleculeDrug,46507985,
DB00259,Sulfanilamide,SmallMoleculeDrug,46508306,SAN
DB00260,Cycloserine,SmallMoleculeDrug,46506865,4AX
DB00261,Anagrelide,SmallMoleculeDrug,46508863,
DB00262,Carmustine,SmallMoleculeDrug,46506980,
DB00263,Sulfisoxazole,SmallMoleculeDrug,46505342,
DB00264,Metoprolol,SmallMoleculeDrug,46506211,
DB00265,Crotamiton,SmallMoleculeDrug,46508599,
DB00266,Dicoumarol,SmallMoleculeDrug,46505536,
DB00267,Cefmenoxime,SmallMoleculeDrug,46506246,
DB00268,Ropinirole,SmallMoleculeDrug,46507918,
DB00270,Isradipine,SmallMoleculeDrug,46505034,
DB00271,Diatrizoate,SmallMoleculeDrug,46504704,
DB00272,Betazole,SmallMoleculeDrug,46506808,
DB00273,Topiramate,SmallMoleculeDrug,46508334,TOR
DB00274,Cefmetazole,SmallMoleculeDrug,46504461,4KO
DB00275,Olmesartan,SmallMoleculeDrug,46508275,OLM
DB00276,Amsacrine,SmallMoleculeDrug,46507539,ASW
DB00277,Theophylline,SmallMoleculeDrug,46505949,TEP
DB00278,Argatroban,SmallMoleculeDrug,46507650,
DB00279,Liothyronine,SmallMoleculeDrug,46506352,T3
DB00280,Disopyramide,SmallMoleculeDrug,46508226,
DB00281,Lidocaine,SmallMoleculeDrug,46505060,LQZ
DB00282,Pamidronic acid,SmallMoleculeDrug,46504823,210
DB00283,Clemastine,SmallMoleculeDrug,46506492,
DB00284,Acarbose,SmallMoleculeDrug,46508248,
DB00285,Venlafaxine,SmallMoleculeDrug,46504593,
DB00286,Conjugated estrogens,SmallMoleculeDrug,46505680,
DB00287,Travoprost,SmallMoleculeDrug,46507637,
DB00288,Amcinonide,SmallMoleculeDrug,46506705,
DB00289,Atomoxetine,SmallMoleculeDrug,46506160,
DB00290,Bleomycin,SmallMoleculeDrug,46509116,BLM
DB00291,Chlorambucil,SmallMoleculeDrug,46506842,CBL
DB00292,Etomidate,SmallMoleculeDrug,46507012,V8D
DB00293,Raltitrexed,SmallMoleculeDrug,46504880,D16
DB00294,Etonogestrel,SmallMoleculeDrug,46505321,
DB00295,Morphine,SmallMoleculeDrug,46505161,MOI
DB00296,Ropivacaine,SmallMoleculeDrug,46504712,
DB00297,Bupivacaine,SmallMoleculeDrug,46506768,
DB00298,Dapiprazole,SmallMoleculeDrug,46508859,
DB00299,Penciclovir,SmallMoleculeDrug,46506498,PE2
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,46508131,
DB00301,Flucloxacillin,SmallMoleculeDrug,46508276,
DB00302,Tranexamic acid,SmallMoleculeDrug,46508089,AMH
DB00303,Ertapenem,SmallMoleculeDrug,46506508,
DB00304,Desogestrel,SmallMoleculeDrug,46505739,
DB00305,Mitomycin,SmallMoleculeDrug,46508353,
DB00306,Talbutal,SmallMoleculeDrug,46507821,
DB00307,Bexarotene,SmallMoleculeDrug,46509119,9RA
DB00308,Ibutilide,SmallMoleculeDrug,46507904,
DB00309,Vindesine,SmallMoleculeDrug,46504548,
DB00310,Chlorthalidone,SmallMoleculeDrug,46505541,
DB00312,Pentobarbital,SmallMoleculeDrug,46508399,
DB00313,Valproic acid,SmallMoleculeDrug,46505925,2PP
DB00314,Capreomycin,SmallMoleculeDrug,46508514,
DB00315,Zolmitriptan,SmallMoleculeDrug,46506452,
DB00316,Acetaminophen,SmallMoleculeDrug,46506142,TYL
DB00317,Gefitinib,SmallMoleculeDrug,46508649,IRE
DB00318,Codeine,SmallMoleculeDrug,46507764,
DB00319,Piperacillin,SmallMoleculeDrug,46504757,WPP
DB00320,Dihydroergotamine,SmallMoleculeDrug,46507711,2GM
DB00321,Amitriptyline,SmallMoleculeDrug,46508798,TP0
DB00322,Floxuridine,SmallMoleculeDrug,46508645,
DB00323,Tolcapone,SmallMoleculeDrug,46504932,TCW
DB00324,Fluorometholone,SmallMoleculeDrug,46505984,
DB00325,Nitroprusside,SmallMoleculeDrug,46508965,
DB00326,Calcium glucoheptonate,SmallMoleculeDrug,46507233,
DB00327,Hydromorphone,SmallMoleculeDrug,46508700,
DB00328,Indomethacin,SmallMoleculeDrug,46508291,IMN
DB00330,Ethambutol,SmallMoleculeDrug,46504788,95E
DB00331,Metformin,SmallMoleculeDrug,46507752,MF8
DB00332,Ipratropium,SmallMoleculeDrug,46506138,
DB00333,Methadone,SmallMoleculeDrug,46505722,
DB00334,Olanzapine,SmallMoleculeDrug,46507666,
DB00335,Atenolol,SmallMoleculeDrug,46506915,
DB00336,Nitrofural,SmallMoleculeDrug,46506509,NFZ
DB00337,Pimecrolimus,SmallMoleculeDrug,46505748,
DB00338,Omeprazole,SmallMoleculeDrug,46509065,
DB00339,Pyrazinamide,SmallMoleculeDrug,46507478,PZA
DB00340,Metixene,SmallMoleculeDrug,46508970,
DB00341,Cetirizine,SmallMoleculeDrug,46508368,
DB00342,Terfenadine,SmallMoleculeDrug,46507007,
DB00343,Diltiazem,SmallMoleculeDrug,46505667,C9F
DB00344,Protriptyline,SmallMoleculeDrug,46505128,
DB00345,Aminohippuric acid,SmallMoleculeDrug,46507106,
DB00346,Alfuzosin,SmallMoleculeDrug,46508512,
DB00347,Trimethadione,SmallMoleculeDrug,46504478,
DB00348,Nitisinone,SmallMoleculeDrug,46507380,
DB00349,Clobazam,SmallMoleculeDrug,46506115,
DB00350,Minoxidil,SmallMoleculeDrug,46508344,MXD
DB00351,Megestrol acetate,SmallMoleculeDrug,46505827,
DB00352,Tioguanine,SmallMoleculeDrug,46508170,DX4
DB00353,Methylergometrine,SmallMoleculeDrug,46507746,H8D
DB00354,Buclizine,SmallMoleculeDrug,46507608,
DB00355,Aztreonam,SmallMoleculeDrug,46505419,AZR
DB00356,Chlorzoxazone,SmallMoleculeDrug,46507755,CLW
DB00357,Aminoglutethimide,SmallMoleculeDrug,46506066,
DB00358,Mefloquine,SmallMoleculeDrug,46505610,
DB00359,Sulfadiazine,SmallMoleculeDrug,46506164,
DB00360,Sapropterin,SmallMoleculeDrug,46508597,H4B
DB00361,Vinorelbine,SmallMoleculeDrug,46507772,
DB00362,Anidulafungin,SmallMoleculeDrug,46505616,
DB00363,Clozapine,SmallMoleculeDrug,46506474,
DB00364,Sucralfate,SmallMoleculeDrug,46508862,
DB00365,Grepafloxacin,SmallMoleculeDrug,46507253,
DB00366,Doxylamine,SmallMoleculeDrug,46506354,
DB00367,Levonorgestrel,SmallMoleculeDrug,46508082,NOG
DB00368,Norepinephrine,SmallMoleculeDrug,46506201,LNR
DB00369,Cidofovir,SmallMoleculeDrug,46506054,L8P
DB00370,Mirtazapine,SmallMoleculeDrug,46506965,
DB00371,Meprobamate,SmallMoleculeDrug,46508142,
DB00372,Thiethylperazine,SmallMoleculeDrug,46506502,
DB00373,Timolol,SmallMoleculeDrug,46507733,TIM
DB00374,Treprostinil,SmallMoleculeDrug,46504572,
DB00375,Colestipol,SmallMoleculeDrug,46505777,
DB00376,Trihexyphenidyl,SmallMoleculeDrug,46507717,
DB00377,Palonosetron,SmallMoleculeDrug,46508530,O7B
DB00378,Dydrogesterone,SmallMoleculeDrug,46506195,
DB00379,Mexiletine,SmallMoleculeDrug,46505491,
DB00380,Dexrazoxane,SmallMoleculeDrug,46505982,CDX
DB00381,Amlodipine,SmallMoleculeDrug,46507214,
DB00382,Tacrine,SmallMoleculeDrug,46505487,THA
DB00383,Oxyphencyclimine,SmallMoleculeDrug,46507487,
DB00384,Triamterene,SmallMoleculeDrug,46507623,DX2
DB00385,Valrubicin,SmallMoleculeDrug,46506642,
DB00387,Procyclidine,SmallMoleculeDrug,46505553,
DB00388,Phenylephrine,SmallMoleculeDrug,46506961,
DB00389,Carbimazole,SmallMoleculeDrug,46506359,
DB00390,Digoxin,SmallMoleculeDrug,46508524,DGX
DB00391,Sulpiride,SmallMoleculeDrug,46504855,
DB00392,Profenamine,SmallMoleculeDrug,46507375,
DB00393,Nimodipine,SmallMoleculeDrug,46508497,
DB00394,Beclomethasone dipropionate,SmallMoleculeDrug,46509195,
DB00395,Carisoprodol,SmallMoleculeDrug,46506377,
DB00396,Progesterone,SmallMoleculeDrug,46508968,STR
DB00397,Phenylpropanolamine,SmallMoleculeDrug,46508087,
DB00398,Sorafenib,SmallMoleculeDrug,46505329,BAX
DB00399,Zoledronic acid,SmallMoleculeDrug,46507310,ZOL
DB00400,Griseofulvin,SmallMoleculeDrug,46508437,
DB00401,Nisoldipine,SmallMoleculeDrug,46504546,
DB00402,Eszopiclone,SmallMoleculeDrug,46505809,
DB00403,Ceruletide,SmallMoleculeDrug,46505766,
DB00404,Alprazolam,SmallMoleculeDrug,46507078,08H
DB00405,Dexbrompheniramine,SmallMoleculeDrug,46505186,
DB00406,Gentian violet cation,SmallMoleculeDrug,46505353,CVI
DB00407,Ardeparin,SmallMoleculeDrug,46505194,
DB00408,Loxapine,SmallMoleculeDrug,46505047,
DB00409,Remoxipride,SmallMoleculeDrug,46508689,
DB00410,Mupirocin,SmallMoleculeDrug,46505594,MRC
DB00411,Carbamoylcholine,SmallMoleculeDrug,46509115,CCE
DB00412,Rosiglitazone,SmallMoleculeDrug,46504556,BRL
DB00413,Pramipexole,SmallMoleculeDrug,46505897,
DB00414,Acetohexamide,SmallMoleculeDrug,46505821,
DB00415,Ampicillin,SmallMoleculeDrug,46505346,AIC
DB00416,Metocurine iodide,SmallMoleculeDrug,46507773,
DB00417,Phenoxymethylpenicillin,SmallMoleculeDrug,46507164,PNV
DB00418,Secobarbital,SmallMoleculeDrug,46508708,
DB00419,Miglustat,SmallMoleculeDrug,46506350,NBV
DB00420,Promazine,SmallMoleculeDrug,46504504,P2Z
DB00421,Spironolactone,SmallMoleculeDrug,46508525,SNL
DB00422,Methylphenidate,SmallMoleculeDrug,46505929,
DB00423,Methocarbamol,SmallMoleculeDrug,46507761,
DB00424,Hyoscyamine,SmallMoleculeDrug,46507345,HYO
DB00425,Zolpidem,SmallMoleculeDrug,46507949,
DB00426,Famciclovir,SmallMoleculeDrug,46507561,
DB00427,Triprolidine,SmallMoleculeDrug,46505403,
DB00428,Streptozocin,SmallMoleculeDrug,46508872,
DB00429,Carboprost tromethamine,SmallMoleculeDrug,46508118,
DB00430,Cefpiramide,SmallMoleculeDrug,46505548,
DB00431,Lindane,SmallMoleculeDrug,46508542,
DB00432,Trifluridine,SmallMoleculeDrug,46506192,
DB00433,Prochlorperazine,SmallMoleculeDrug,46509018,P77
DB00434,Cyproheptadine,SmallMoleculeDrug,46508613,C7H
DB00435,Nitric Oxide,SmallMoleculeDrug,46506897,
DB00436,Bendroflumethiazide,SmallMoleculeDrug,46508672,
DB00437,Allopurinol,SmallMoleculeDrug,46508516,7HP
DB00438,Ceftazidime,SmallMoleculeDrug,46506143,
DB00439,Cerivastatin,SmallMoleculeDrug,46505877,116
DB00440,Trimethoprim,SmallMoleculeDrug,46507125,TOP
DB00441,Gemcitabine,SmallMoleculeDrug,46506425,GEO
DB00442,Entecavir,SmallMoleculeDrug,46504864,
DB00443,Betamethasone,SmallMoleculeDrug,46505155,
DB00444,Teniposide,SmallMoleculeDrug,46507536,9TP
DB00445,Epirubicin,SmallMoleculeDrug,46507282,
DB00446,Chloramphenicol,SmallMoleculeDrug,46505318,CLM
DB00447,Loracarbef,SmallMoleculeDrug,46506369,
DB00448,Lansoprazole,SmallMoleculeDrug,46508975,
DB00449,Dipivefrin,SmallMoleculeDrug,46504716,
DB00450,Droperidol,SmallMoleculeDrug,46505291,
DB00451,Levothyroxine,SmallMoleculeDrug,46507672,T44
DB00452,Framycetin,SmallMoleculeDrug,46508892,NMY
DB00454,Meperidine,SmallMoleculeDrug,46506899,
DB00455,Loratadine,SmallMoleculeDrug,46507853,
DB00456,Cefalotin,SmallMoleculeDrug,46509079,CLS
DB00457,Prazosin,SmallMoleculeDrug,46508594,XRA
DB00458,Imipramine,SmallMoleculeDrug,46507351,IXX
DB00459,Acitretin,SmallMoleculeDrug,46509178,
DB00460,Verteporfin,SmallMoleculeDrug,46506236,
DB00461,Nabumetone,SmallMoleculeDrug,46507729,NBO
DB00462,Methscopolamine bromide,SmallMoleculeDrug,46506260,
DB00464,Sodium tetradecyl sulfate,SmallMoleculeDrug,46505919,
DB00465,Ketorolac,SmallMoleculeDrug,46507019,
DB00467,Enoxacin,SmallMoleculeDrug,46507505,
DB00468,Quinine,SmallMoleculeDrug,46507493,QI9
DB00469,Tenoxicam,SmallMoleculeDrug,46507303,
DB00470,Dronabinol,SmallMoleculeDrug,46508472,TCI
DB00471,Montelukast,SmallMoleculeDrug,46505585,MTK
DB00472,Fluoxetine,SmallMoleculeDrug,46507902,
DB00473,Hexylcaine,SmallMoleculeDrug,46506241,
DB00474,Methohexital,SmallMoleculeDrug,46507954,
DB00475,Chlordiazepoxide,SmallMoleculeDrug,46505044,
DB00476,Duloxetine,SmallMoleculeDrug,46507937,29E
DB00477,Chlorpromazine,SmallMoleculeDrug,46508395,Z80
DB00478,Rimantadine,SmallMoleculeDrug,46505973,
DB00479,Amikacin,SmallMoleculeDrug,46506386,AKN
DB00480,Lenalidomide,SmallMoleculeDrug,46505725,
DB00481,Raloxifene,SmallMoleculeDrug,46506514,RAL
DB00482,Celecoxib,SmallMoleculeDrug,46505596,CEL
DB00483,Gallamine triethiodide,SmallMoleculeDrug,46508651,
DB00484,Brimonidine,SmallMoleculeDrug,46507305,
DB00485,Dicloxacillin,SmallMoleculeDrug,46508182,
DB00486,Nabilone,SmallMoleculeDrug,46505171,
DB00487,Pefloxacin,SmallMoleculeDrug,46507338,
DB00488,Altretamine,SmallMoleculeDrug,46505760,
DB00489,Sotalol,SmallMoleculeDrug,46505012,
DB00490,Buspirone,SmallMoleculeDrug,46508113,
DB00491,Miglitol,SmallMoleculeDrug,46504492,MIG
DB00492,Fosinopril,SmallMoleculeDrug,46506495,
DB00493,Cefotaxime,SmallMoleculeDrug,46506911,CE3
DB00494,Entacapone,SmallMoleculeDrug,46508734,PD9
DB00495,Zidovudine,SmallMoleculeDrug,46508240,AZZ
DB00496,Darifenacin,SmallMoleculeDrug,46508104,
DB00497,Oxycodone,SmallMoleculeDrug,46508908,
DB00498,Phenindione,SmallMoleculeDrug,46505018,UAS
DB00499,Flutamide,SmallMoleculeDrug,46508874,HFT
DB00500,Tolmetin,SmallMoleculeDrug,46507060,TLT
DB00501,Cimetidine,SmallMoleculeDrug,46505360,
DB00502,Haloperidol,SmallMoleculeDrug,46508794,GMJ
DB00503,Ritonavir,SmallMoleculeDrug,46505050,RIT
DB00504,Levallorphan,SmallMoleculeDrug,46505682,
DB00507,Nitazoxanide,SmallMoleculeDrug,46507813,NTI
